,text,target,T,A,polarity
4018,"LOCATION2 is in Zone 1 LOCATION1 is certainly the most predominately Indian of London 's districts , but the vast majority of the Indian population ",,LOCATION1,multicultural,Positive
4019,"LOCATION2 is in the LOCATION1, one of the London Boroughs",,LOCATION1,multicultural,Positive
4020,"LOCATION2 is more chilled i think, LOCATION1 is where the 'rich' people are etc  ",,LOCATION2,general,Positive
4021,LOCATION2 is more of a problem as there are no tube stops unless you are actually looking at LOCATION1 which is not a great area,,LOCATION2,transit-location,Negative
4022,"LOCATION2 is n't a London , neither is LOCATION1 ",,LOCATION2,transit-location,Negative
4023,"LOCATION2 is probably the best area for going out (LOCATION1 ) but living there, I wouldn't really recommend yet, it's still a bit rough",,LOCATION2,safety,Negative
4024,LOCATION2 is ridiculously expensive when it comes to rent so have a look at LOCATION1 ,,LOCATION2,price,Negative
4025,"LOCATION2 is top,although LOCATION1 is the most expensive",,LOCATION1,price,Negative
4026,LOCATION2 is very nice and LOCATION1 is also nice,,LOCATION2,general,Positive
4027,"LOCATION2 isn't bad at all - not like LOCATION1, which I agree is revolting",,LOCATION2,general,Positive
4028,"LOCATION2 obviously, unless you enjoy commuting I love LOCATION1",,LOCATION1,general,Positive
4029,"LOCATION2 or LOCATION1 are a bit more urban and not as upmarket but definitely very lively and you wont be bored , a little cheaper too",,LOCATION1,price,Positive
4030,LOCATION2 or LOCATION1 if your wallet is big enough,,LOCATION1,price,Negative
4031,"LOCATION2, LOCATION1 just way too touristy and crowded",,LOCATION2,touristy,Positive
4032,"LOCATION2, LOCATION1, Maidenhead, Marlow, Taplow, Windsor, Henley On Thames, Newbury",,LOCATION2,touristy,Positive
4033,LOCATION2/ LOCATION1 are much cheaper areas and very convenient located,,LOCATION2,transit-location,Positive
4034,LOCATION2/LOCATION1 - Nice place to stay,,LOCATION2,general,Positive
4035,LOCATION2/LOCATION1 is the Islamic ghetto pretty much,,LOCATION2,general,Negative
4036,LOL enjoy the triggers LOCATION1 is a lovely place btw  Go to LOCATION2,,LOCATION1,general,Positive
4037,Last year i lived in LOCATION1 and it was pretty rubbish,,LOCATION1,live,Negative
4038,Legendary jazz club now open in new premises in LOCATION1,,LOCATION1,nightlife,Positive
4039,"Leicester Square is a pedestrianised square in the LOCATION1, England",,LOCATION1,nightlife,Positive
4040,"Like much of LOCATION2, LOCATION1 is a poor area",,LOCATION2,general,Negative
4041,Likewise LOCATION1 and LOCATION2,,LOCATION2,general,Negative
4042,Linton Kwesi Johnson is a long time LOCATION1 resident House music duo Basement Jaxx formed in LOCATION1,,LOCATION2,general,Negative
4043,Live in LOCATION1 or the immediate area SW15 and drink in The Bricklayer's Arms and you will not go wrong,,LOCATION1,live,Positive
4044,Living in LOCATION1 is not spectacular ,,LOCATION1,live,Negative
4045,"Loads of eating places in and around LOCATION1, the White Horse  is quite good and they serve a good London Pride",,LOCATION1,dining,Positive
4046,"Loads of history,so have a look at LOCATION2 and LOCATION1",,LOCATION1,dining,Positive
4047,London 's Top Attractions LOCATION1 Abbey The most exciting church in the land is the final resting place for the men and women who built Britain,,LOCATION1,touristy,Positive
4048,London Eye to one side LOCATION1 to the other,,LOCATION1,touristy,Positive
4049,"London LOCATION2 Airport has a dedicated rail line to LOCATION1 Rail Station, and The Piccadilly line on the 'tube' also goes to the Airport, that's going to be the most easy way, it also has a bus service but I have never used it",,LOCATION1,touristy,Positive
4050,"London dungeon, London eye and central LOCATION1",,LOCATION1,touristy,Positive
4051,"London is not as bad as you think and I live in one of the worst parts, LOCATION1",,LOCATION1,general,Negative
4052,London rents are a rip off LOCATION1 is where I live,,LOCATION1,general,Negative
4053,Look at LOCATION1 and LOCATION2,,LOCATION1,general,Negative
4054,"Look at Markets, LOCATION1 and LOCATION2 markets where they sell all kinds of stuff ",,LOCATION2,shopping,Positive
4055,"Look at South London, areas such as LOCATION1",,LOCATION1,general,Positive
4056,"Looking at the map, E16 1TX is part of the LOCATION2 Docks known as West LOCATION1 and looking at it",,LOCATION1,general,Positive
4057,"Lots of stabbings, fights, gangs  On the main road on LOCATION1 road   ",,LOCATION1,safety,Negative
4058,"MAWAL  LOCATION1 ROAD, London",,LOCATION1,safety,Negative
4059,"Many Thanks, Rizla07. The only thing I can suggest is to contact the Theatre Royal, LOCATION2 East  They take people from 16 - 24 unfortunately, but they will probably be able to help you with finding something for your age group in the area  Rizla07, the only one i know is in LOCATION1, very close to Kingsmead Estate",,LOCATION1,safety,Negative
4060,Mega rich and aristocratic try LOCATION2 and LOCATION1,,LOCATION2,price,Negative
4061,"Mind you I don't like the area around Shacklewell Lane, Graham Road or Sandringham Road  The conservation area between Queensbridge Road and London Fields has some really beautiful houses  I know LOCATION2 well, if you want to live in a place full of twerps try Glasgow, (or LOCATION1) instead",,LOCATION2,price,Negative
4062,More affordable than LOCATION1 and with quite a division between good and bad areas is LOCATION2,,LOCATION2,price,Positive
4063,"More suburban, LOCATION2 and LOCATION1 are cheaper more standard suburban area",,LOCATION1,price,Positive
4064,Most areas of London are within 30/40 mins of LOCATION1 by tube,,LOCATION1,transit-location,Positive
4065,Most of LOCATION1 and LOCATION2 are now bad areas for binge drinking and drugs,,LOCATION1,safety,Negative
4066,Most of LOCATION1 is now inhabited by either Islamic Bangladeshis and Pakistanis and many other muslim people ,,LOCATION1,multicultural,Positive
4067,Most of London is pretty grim but the worst areas are probably  LOCATION1 in the southwest  LOCATION2 in the north is also awful,,LOCATION1,general,Negative
4068,"Most of these she rents out/ uses for other things, she actually lives in Great Cumberland Place, LOCATION1 area",,LOCATION1,general,Negative
4069,"Most students of all backgrounds live all over the place : LOCATION1 is a bit grubby , but it 's a big hub for students and young people because of its proximity to Goldsmiths University",,LOCATION1,general,Negative
4070,"Much of the commercial development has been focused in the southern half of Tower Hamlets and it is arguable to what extent the jobs there, on the LOCATION1, have suited the talents and intentions of local residents",,LOCATION1,general,Negative
4071,Much of the defunct county of LOCATION1 now lies within various London boroughs,,LOCATION1,general,Negative
4072,My extended family are based in London (Slough/LOCATION1/LOCATION2),,LOCATION1,general,Negative
4073,My favourite place to drink and party in LOCATION1 is Proud,,LOCATION1,nightlife,Positive
4074,My favourites are LOCATION2 and LOCATION1,,LOCATION2,general,Positive
4075,My friend lives in West LOCATION1 and it;s hell,,LOCATION1,general,Negative
4076,"My hometown is LOCATION1, in SW London literally a walk into surrey",,LOCATION1,general,Negative
4077,"My mum lives  in LOCATION1, which is quite a nice, relatively safe area, and rents a gorgeous 1 bed flat for 650 per month",,LOCATION1,safety,Positive
4078,"My only advice, is to stay well clear of the whole of LOCATION1",,LOCATION1,general,Negative
4079,NB LOCATION1 has a bad reputation for crime,,LOCATION1,safety,Negative
4080,Near Manor House opposite to the LOCATION1,,LOCATION1,safety,Negative
4081,Nearest Tube: LOCATION1 or Temple,,LOCATION1,safety,Negative
4082,Next is LOCATION1 (home of the football team),,LOCATION1,safety,Negative
4083,"Next to me in LOCATION1  ahh, possibly a stalker",,LOCATION1,safety,Negative
4084,"Nice, suburban and not too fast-paced LOCATION1 area is a nice place to live  ",,LOCATION1,live,Positive
4085,"Nicest areas are LOCATION2, LOCATION1, zone 1s",,LOCATION2,general,Positive
4086,No Go nowhere near it LOCATION1 is horrible yes it is in fact i was there last weekend You ca n't really pick areas of London that are ` safe ' all the time,,LOCATION1,general,Negative
4087,Nobody living in LOCATION1 would have enough money or space to employ a nanny,,LOCATION1,general,Negative
4088,"North of the River Thames was LOCATION1, and south was mostly Surrey",,LOCATION1,general,Negative
4089,"Northwest London, in the LOCATION1",,LOCATION1,general,Negative
4090,Not LOCATION1 Court,,LOCATION1,general,Negative
4091,"Not LOCATION2 Generally , LOCATION1 is your best bet - but it really depends on your budget",,LOCATION2,general,Negative
4092,Not cheap but a good selection of bars and clubs with nearby LOCATION1 also providing good places to go for a drink,,LOCATION1,nightlife,Positive
4093,"Nothing wrong with LOCATION1, London is London and you only really get into trouble through your own behaviour",,LOCATION1,general,Positive
4094,Now I am a 16 year old living in LOCATION1 and I absolutly love it,,LOCATION1,live,Positive
4095,"Now if you like posh areas you could live in West London, in LOCATION2, LOCATION1, ",,LOCATION1,live,Positive
4096,"Now places to stay clear from are LOCATION1 area and anything near it, stay away from LOCATION2 area as well ",,LOCATION1,general,Negative
4097,Now walking down LOCATION1 high street you'll be hard pressed to see a white English person - plenty of Polish though,,LOCATION1,multicultural,Positive
4098,"Now, I think LOCATION1 is the best to live",,LOCATION1,live,Positive
4099,"Now, these are both London postcodes, but I've heard on MANY occasions, that LOCATION2's actually LOCATION1",,LOCATION1,live,Positive
4100,OLOCATION1Station area and the LOCATION2 area (where I currently live) is another neat little area more low-key but full of cool nightlife,,LOCATION2,nightlife,Positive
4101,OMG you simply must consider LOCATION2/LOCATION1,,LOCATION2,general,Positive
4102,"Obviously the best convenient places to stay are in LOCATION2, Leicester Square, or LOCATION1, but also very expensive",,LOCATION1,transit-location,Positive
4103,Of course getting anywhere in London from LOCATION1 is so easy that it really makes it a smart place to stay,,LOCATION1,transit-location,Positive
4104,Oh and LOCATION1 too,,LOCATION1,transit-location,Positive
4105,"Oh and places like LOCATION2 and LOCATION1 have been added into ""Greater London"" so its a totally different thing",,LOCATION1,transit-location,Positive
4106,"Oh for gods sake, LOCATION1 isn't that dangerous or bad",,LOCATION1,safety,Positive
4107,"On the Central Line look at LOCATION1 in LOCATION2 which is a very creative area with lots of musicans, artists, galleries, restaurants, etc ",,LOCATION1,dining,Positive
4108,"On the other hand, if I was living in LOCATION1, I wouldn't swap it to live in LOCATION2 ;)",,LOCATION1,live,Positive
4109,"One at LOCATION1, Greenland dock and the other at Roundwood Park (whereever that is",,LOCATION1,live,Positive
4110,One of the nicest parts of LOCATION1 is LOCATION1 but the noise levels are really unbearable,,LOCATION1,general,Positive
4111,One paid for attraction that really deserves a mention is LOCATION1 which for me is the most beautiful place in London,,LOCATION1,general,Positive
4112,Or perhaps somewhere near LOCATION1 or Lea Valley,,LOCATION1,general,Positive
4113,"Or you could try LOCATION1, but I would start with LOCATION2  ",,LOCATION1,general,Positive
4114,"Other areas  include: LOCATION1 - nice neighbourhood, good shops, good for families",,LOCATION1,shopping,Positive
4115,"Other areas to consider are LOCATION1 (North London) or LOCATION2 (South London), you're in zone 2 there",,LOCATION1,general,Positive
4116,Other than that what about LOCATION1 LOCATION2 or richmond areas,,LOCATION1,general,Positive
4117,Otherwise LOCATION1,,LOCATION1,general,Positive
4118,Otherwise LOCATION1 has loads of parks and is calm but generally quite expensive - LOCATION2 is probably a good place to start and does have some cheaper places,,LOCATION2,price,Positive
